,date,1. open,2. high,3. low,4. close,5. volume
0,2021-02-01 09:30:00,373.73999,374.39001,371.42001,372.60999,11346860.0
1,2021-02-01 10:00:00,372.61499,373.48999,371.70999,372.95001,6464939.0
2,2021-02-01 10:30:00,372.95999,373.98929,372.45999,372.84,5019144.0
3,2021-02-01 11:00:00,372.82001,374.76001,372.26001,374.62,5072133.0
4,2021-02-01 11:30:00,374.60501,375.79999,374.51999,375.125,4138939.0
5,2021-02-01 12:00:00,375.12891,376.19,375.12891,376.13809,3102304.0
6,2021-02-01 12:30:00,376.16699,376.48999,375.66501,376.45999,2592186.0
7,2021-02-01 13:00:00,376.45999,376.59,376.11011,376.39001,3624988.0
8,2021-02-01 13:30:00,376.39001,376.70999,375.81,376.42999,1805105.0
9,2021-02-01 14:00:00,376.44989,377.0,376.06,376.94189,3633170.0
10,2021-02-01 14:30:00,376.95999,377.34,376.715,376.89999,2886098.0
11,2021-02-01 15:00:00,376.89999,377.29001,376.31,376.60999,4653871.0
12,2021-02-01 15:30:00,376.60999,377.10999,376.07001,376.19,11250666.0
13,2021-02-02 09:30:00,379.64999,381.20999,379.60001,380.87,8167963.0
14,2021-02-02 10:00:00,380.89001,382.51999,380.87,381.51019,6519686.0
15,2021-02-02 10:30:00,381.5,382.19501,381.44,382.07999,4323156.0
16,2021-02-02 11:00:00,382.07001,382.95999,381.94,382.57001,3649319.0
17,2021-02-02 11:30:00,382.57501,383.10001,382.38,383.0,2718242.0
18,2021-02-02 12:00:00,383.035,383.2197,382.51001,382.59109,2442816.0
19,2021-02-02 12:30:00,382.60999,382.98889,382.51001,382.98889,2155608.0
20,2021-02-02 13:00:00,383.0,383.07999,382.20999,382.43011,2120332.0
21,2021-02-02 13:30:00,382.44699,382.92001,382.42001,382.63,2452216.0
22,2021-02-02 14:00:00,382.63,382.88919,382.45999,382.565,1945606.0
23,2021-02-02 14:30:00,382.57001,383.13,382.54041,383.10999,2439356.0
24,2021-02-02 15:00:00,383.10999,383.12,382.39001,382.75,2972811.0
25,2021-02-02 15:30:00,382.745,382.78,381.38,381.54001,13123114.0
26,2021-02-03 09:30:00,382.435,382.91989,381.76999,382.8898,7740769.0
27,2021-02-03 10:00:00,382.89301,383.07999,380.72,380.77249,5408750.0
28,2021-02-03 10:30:00,380.763,381.98001,380.48999,381.64999,3252101.0
29,2021-02-03 11:00:00,381.67999,382.16,381.42001,381.92001,2197462.0
30,2021-02-03 11:30:00,381.98999,382.76001,381.57999,382.69,1828914.0
31,2021-02-03 12:00:00,382.69,382.70999,382.39001,382.5105,1478413.0
32,2021-02-03 12:30:00,382.51999,382.98999,382.19501,382.88,2524383.0
33,2021-02-03 13:00:00,382.88,382.98001,382.64001,382.91,1295587.0
34,2021-02-03 13:30:00,382.90189,383.36499,382.79999,383.30981,2033022.0
35,2021-02-03 14:00:00,383.30011,383.60999,383.22,383.51001,2081106.0
36,2021-02-03 14:30:00,383.505,383.69,383.01999,383.01999,3271355.0
37,2021-02-03 15:00:00,383.0,383.19501,382.39001,382.5,2791984.0
38,2021-02-03 15:30:00,382.50699,382.91,381.84,381.85999,8381403.0
39,2021-02-04 09:30:00,382.95999,383.92001,382.78,383.90109,5622321.0
40,2021-02-04 10:00:00,383.91,384.42999,383.56,383.75,4957097.0
41,2021-02-04 10:30:00,383.76001,384.41,383.63,384.27499,3690261.0
42,2021-02-04 11:00:00,384.26999,384.75,384.17999,384.53,2543220.0
43,2021-02-04 11:30:00,384.51999,384.78,384.30499,384.58191,1440527.0
44,2021-02-04 12:00:00,384.57999,384.91891,384.57001,384.7522,1712066.0
45,2021-02-04 12:30:00,384.76111,385.01001,384.60999,384.75,1598530.0
46,2021-02-04 13:00:00,384.745,385.22,384.70999,385.12,1374373.0
47,2021-02-04 13:30:00,385.125,385.35001,385.12,385.19,1141218.0
48,2021-02-04 14:00:00,385.19501,385.42999,385.07001,385.20001,2627847.0
49,2021-02-04 14:30:00,385.20999,385.37,385.17001,385.17999,2100516.0
50,2021-02-04 15:00:00,385.32501,385.35999,384.97,385.10999,2683759.0
51,2021-02-04 15:30:00,385.11499,386.23999,384.97,386.17999,7282755.0
52,2021-02-05 09:30:00,388.19,388.28,387.04199,387.14001,5649142.0
53,2021-02-05 10:00:00,387.14999,387.42001,386.48499,387.155,3590839.0
54,2021-02-05 10:30:00,387.14999,387.98001,387.10999,387.69501,2521731.0
55,2021-02-05 11:00:00,387.69,387.85501,387.10999,387.37,1863341.0
56,2021-02-05 11:30:00,387.3519,387.76999,387.29999,387.32001,5693922.0
57,2021-02-05 12:00:00,387.315,387.91,387.17999,387.87,2209013.0
58,2021-02-05 12:30:00,387.87,388.45999,387.78,388.43781,2197004.0
59,2021-02-05 13:00:00,388.43961,388.47,387.98001,388.04901,1787777.0
60,2021-02-05 13:30:00,388.04001,388.10809,387.60999,387.70001,1271933.0
61,2021-02-05 14:00:00,387.68991,387.89999,387.54999,387.85001,991515.0
62,2021-02-05 14:30:00,387.84811,388.03,387.32001,387.59,2297945.0
63,2021-02-05 15:00:00,387.41299,387.70001,387.19,387.20999,1545727.0
64,2021-02-05 15:30:00,387.20999,387.81,387.17999,387.67499,6150054.0
65,2021-02-08 09:30:00,389.26999,389.82001,389.10501,389.63501,5088608.0
66,2021-02-08 10:00:00,389.63989,389.87,389.23999,389.52499,2368670.0
67,2021-02-08 10:30:00,389.51999,389.95001,389.33301,389.54999,2624781.0
68,2021-02-08 11:00:00,389.54999,389.63989,388.89999,389.125,2154846.0
69,2021-02-08 11:30:00,389.12701,389.17999,388.35001,388.89099,3242533.0
70,2021-02-08 12:00:00,388.91,389.38,388.91,389.29501,2173023.0
71,2021-02-08 12:30:00,389.29111,389.31,388.91,389.03,1179946.0
72,2021-02-08 13:00:00,389.03,389.17001,388.82001,389.04001,1097968.0
73,2021-02-08 13:30:00,389.04501,389.31,388.59,388.79999,2837698.0
74,2021-02-08 14:00:00,388.80499,389.17001,388.78,389.01999,1681622.0
75,2021-02-08 14:30:00,389.01501,389.35001,388.82001,389.32999,1416785.0
76,2021-02-08 15:00:00,389.34,389.54999,389.23999,389.52499,2175045.0
77,2021-02-08 15:30:00,389.52499,390.53,389.39999,390.53,6354886.0
78,2021-02-09 09:30:00,389.63,390.28,389.17001,390.12,5352916.0
79,2021-02-09 10:00:00,390.11499,390.42999,389.82001,390.20999,2695323.0
80,2021-02-09 10:30:00,390.19501,390.45999,389.97,390.04501,1779109.0
81,2021-02-09 11:00:00,390.04001,390.04001,389.39011,389.72,2026660.0
82,2021-02-09 11:30:00,389.70001,390.29999,389.59,390.04999,1601750.0
83,2021-02-09 12:00:00,390.07001,390.63,390.01999,390.49191,1864446.0
84,2021-02-09 12:30:00,390.495,390.82001,390.48999,390.69501,1257817.0
85,2021-02-09 13:00:00,390.69809,390.74701,390.19,390.20999,1179588.0
86,2021-02-09 13:30:00,390.21991,390.4389,390.17999,390.36499,1234006.0
87,2021-02-09 14:00:00,390.36499,390.707,390.35999,390.63,2068738.0
88,2021-02-09 14:30:00,390.62,390.87,390.62,390.79001,1703115.0
89,2021-02-09 15:00:00,390.79001,390.85001,390.45999,390.48499,2255281.0
90,2021-02-09 15:30:00,390.48001,390.89001,389.89001,390.23999,6611928.0
91,2021-02-10 09:30:00,392.10999,392.28,391.37,391.54001,5131535.0
92,2021-02-10 10:00:00,391.56,391.92999,388.69,389.37,6988652.0
93,2021-02-10 10:30:00,389.41,389.76999,387.5,389.67001,9144786.0
94,2021-02-10 11:00:00,389.67999,390.12,388.85001,389.29001,3557660.0
95,2021-02-10 11:30:00,389.28809,390.0499,388.86911,389.50809,3143728.0
96,2021-02-10 12:00:00,389.48999,389.56,388.67001,389.32999,2449560.0
97,2021-02-10 12:30:00,389.31,389.81,389.00989,389.565,2424321.0
98,2021-02-10 13:00:00,389.54999,389.92999,389.39001,389.87,1401926.0
99,2021-02-10 13:30:00,389.88,390.10001,389.41,389.64999,1704264.0
100,2021-02-10 14:00:00,389.64001,390.39999,389.45001,390.38,2594996.0
101,2021-02-10 14:30:00,390.39999,390.85001,390.20001,390.79001,3255287.0
102,2021-02-10 15:00:00,390.79111,391.07001,390.19,390.42001,3845546.0
103,2021-02-10 15:30:00,390.41501,390.60001,389.37,390.07999,8732959.0
104,2021-02-11 09:30:00,391.26999,391.69,390.35999,390.42001,4982741.0
105,2021-02-11 10:00:00,390.42999,391.20999,390.32071,391.0119,2050848.0
106,2021-02-11 10:30:00,391.01999,391.37,390.38,390.60001,2520584.0
107,2021-02-11 11:00:00,390.62,390.79001,390.14999,390.63501,1984402.0
108,2021-02-11 11:30:00,390.63501,390.94,390.32269,390.51001,1556510.0
109,2021-02-11 12:00:00,390.51501,390.7099,388.66,388.69699,3866362.0
110,2021-02-11 12:30:00,388.67999,389.45001,388.10999,389.33499,4494902.0
111,2021-02-11 13:00:00,389.32999,389.87149,388.82111,389.70001,2077673.0
112,2021-02-11 13:30:00,389.70001,389.98999,389.45999,389.51001,1191558.0
113,2021-02-11 14:00:00,389.51001,389.51001,388.7901,389.34,1975803.0
114,2021-02-11 14:30:00,389.32999,389.84,389.01001,389.78,1597664.0
115,2021-02-11 15:00:00,389.77499,390.47,389.66,390.13,3201868.0
116,2021-02-11 15:30:00,390.13809,390.97,389.89999,390.72,7934124.0
117,2021-02-12 09:30:00,389.85001,390.64001,389.76999,390.345,4296285.0
118,2021-02-12 10:00:00,390.32999,390.73999,390.26999,390.495,2386102.0
119,2021-02-12 10:30:00,390.495,391.47,390.04999,391.28,2618288.0
120,2021-02-12 11:00:00,391.27191,391.44,391.03,391.32001,1511640.0
121,2021-02-12 11:30:00,391.35001,391.63,391.22,391.35999,1870669.0
122,2021-02-12 12:00:00,391.375,391.62,391.22501,391.23169,1248279.0
123,2021-02-12 12:30:00,391.2381,391.29001,390.965,391.185,1194129.0
124,2021-02-12 13:00:00,391.185,391.26001,390.51001,390.94501,2554087.0
125,2021-02-12 13:30:00,390.94501,391.22,390.64999,390.85001,1068587.0
126,2021-02-12 14:00:00,390.84821,390.92999,390.54999,390.91431,2195062.0
127,2021-02-12 14:30:00,390.901,391.17999,390.64001,391.10001,1857372.0
128,2021-02-12 15:00:00,391.10501,391.44,391.03009,391.41,2290313.0
129,2021-02-12 15:30:00,391.41,392.89999,391.37,392.69,15001758.0
130,2021-02-16 09:30:00,393.95999,394.17001,393.255,393.6799,5756399.0
131,2021-02-16 10:00:00,393.72,394.04001,392.82001,394.04001,3449642.0
132,2021-02-16 10:30:00,394.03,394.15811,392.39999,393.22241,4739835.0
133,2021-02-16 11:00:00,393.19,393.35999,392.42001,392.59,3091995.0
134,2021-02-16 11:30:00,392.59,392.92999,391.91,392.07001,3807763.0
135,2021-02-16 12:00:00,392.06,392.88,391.53,392.81,3455055.0
136,2021-02-16 12:30:00,392.82001,392.95001,392.45999,392.875,1814764.0
137,2021-02-16 13:00:00,392.89001,393.07999,392.68161,392.91891,1277031.0
138,2021-02-16 13:30:00,392.89999,393.20001,392.48001,392.5,2732350.0
139,2021-02-16 14:00:00,392.5,393.20999,392.5,393.19989,1694274.0
140,2021-02-16 14:30:00,393.20001,393.29001,392.47,392.83011,2051733.0
141,2021-02-16 15:00:00,392.83191,393.0,392.38,392.70221,3111472.0
142,2021-02-16 15:30:00,392.70001,392.93881,392.01001,392.35001,7049537.0
143,2021-02-17 09:30:00,390.42999,391.66,389.32999,391.06,8960656.0
144,2021-02-17 10:00:00,391.06,391.72,390.2222,390.48499,3990639.0
145,2021-02-17 10:30:00,390.48999,391.3797,390.07001,391.19,3984951.0
146,2021-02-17 11:00:00,391.19501,391.26999,389.61499,390.13,4292725.0
147,2021-02-17 11:30:00,390.13501,390.69,389.48001,390.54111,3240848.0
148,2021-02-17 12:00:00,390.56,390.90302,390.35999,390.90302,2154383.0
149,2021-02-17 12:30:00,390.905,391.315,390.81,391.03,1444634.0
150,2021-02-17 13:00:00,391.013,391.60001,390.95001,391.53,2337676.0
151,2021-02-17 13:30:00,391.52109,391.54001,391.17999,391.26999,1624750.0
152,2021-02-17 14:00:00,391.28,392.14001,391.26999,391.36499,2242605.0
153,2021-02-17 14:30:00,391.38809,391.97,391.26999,391.84,1583055.0
154,2021-02-17 15:00:00,391.84,392.39499,391.78,392.16,2895447.0
155,2021-02-17 15:30:00,392.16,392.66,392.01999,392.45001,7116394.0
156,2021-02-18 09:30:00,389.56,390.2811,388.89001,389.82999,7976355.0
157,2021-02-18 10:00:00,389.82001,389.86499,387.88,388.49011,6906590.0
158,2021-02-18 10:30:00,388.48001,389.47,387.73999,388.992,4989757.0
159,2021-02-18 11:00:00,388.98499,389.85001,388.72,389.23001,3156914.0
160,2021-02-18 11:30:00,389.17001,389.36249,388.67999,388.92999,2547737.0
161,2021-02-18 12:00:00,388.92999,389.23999,388.2099,389.22501,2579476.0
162,2021-02-18 12:30:00,389.22,389.42999,388.89999,389.16501,1881284.0
163,2021-02-18 13:00:00,389.1619,390.42001,388.82501,390.23001,2949720.0
164,2021-02-18 13:30:00,390.23999,390.53,390.14999,390.255,1945962.0
165,2021-02-18 14:00:00,390.26999,390.95999,390.2301,390.73001,3334864.0
166,2021-02-18 14:30:00,390.715,391.13,390.48001,391.03101,3628484.0
167,2021-02-18 15:00:00,391.04001,391.42999,390.88,391.16501,2745524.0
168,2021-02-18 15:30:00,391.16,391.51501,390.39001,390.76001,9409076.0
169,2021-02-19 09:30:00,392.07999,392.20499,391.06,392.01001,7337612.0
170,2021-02-19 10:00:00,392.03,392.16501,391.29999,391.758,3316104.0
171,2021-02-19 10:30:00,391.70999,392.14999,391.45999,392.0,5231231.0
172,2021-02-19 11:00:00,392.0011,392.33499,391.85999,392.29999,2875304.0
173,2021-02-19 11:30:00,392.28,392.38,391.70999,391.76001,4561944.0
174,2021-02-19 12:00:00,391.75,391.81,390.79001,390.95609,5059097.0
175,2021-02-19 12:30:00,390.95999,391.10501,390.1022,390.60999,6546920.0
176,2021-02-19 13:00:00,390.60001,390.73999,389.85001,390.38849,7895947.0
177,2021-02-19 13:30:00,390.39001,390.87,390.0,390.82001,2888130.0
178,2021-02-19 14:00:00,390.82419,391.04999,389.66,389.78,2828244.0
179,2021-02-19 14:30:00,389.76999,390.45001,389.76001,390.39011,3572511.0
180,2021-02-19 15:00:00,390.38,390.88,390.17001,390.67001,4752379.0
181,2021-02-19 15:30:00,390.67001,390.94,389.54999,390.03,10850144.0
182,2021-02-22 09:30:00,387.04999,388.26999,386.73999,388.02499,8315976.0
