,date,1. open,2. high,3. low,4. close,5. volume
0,2023-01-03 09:30:00,370.5398,372.5257,367.9274,367.9755,7391068.0
1,2023-01-03 10:00:00,368.0334,368.8142,366.4669,367.2332,4314212.0
2,2023-01-03 10:30:00,367.185,368.3467,366.3946,368.2937,3567632.0
3,2023-01-03 11:00:00,368.3032,368.5732,365.8258,366.3639,4035712.0
4,2023-01-03 11:30:00,366.3656,366.3753,365.0256,365.4305,3691236.0
5,2023-01-03 12:00:00,365.4691,366.0668,364.8136,365.3052,2437828.0
6,2023-01-03 12:30:00,365.3293,366.3464,364.2361,364.9871,2627038.0
7,2023-01-03 13:00:00,365.0064,366.0241,364.7268,365.8643,1908249.0
8,2023-01-03 13:30:00,365.8643,366.3174,365.3245,366.1632,1952491.0
9,2023-01-03 14:00:00,366.1728,366.5488,365.1606,365.3534,2382294.0
10,2023-01-03 14:30:00,365.3631,367.0501,364.4858,366.3655,3918352.0
11,2023-01-03 15:00:00,366.3464,367.4357,366.1535,366.6741,3521009.0
12,2023-01-03 15:30:00,366.6838,367.5803,366.6066,367.1368,7288884.0
13,2023-01-04 09:30:00,369.3926,370.347,368.1587,369.4409,5635000.0
14,2023-01-04 10:00:00,369.3734,370.4434,366.3271,367.9177,6540931.0
15,2023-01-04 10:30:00,367.9273,369.195,367.1561,369.195,3163278.0
16,2023-01-04 11:00:00,369.1902,369.8843,368.5549,369.7792,3104797.0
17,2023-01-04 11:30:00,369.7975,371.9955,369.7975,371.6099,5049280.0
18,2023-01-04 12:00:00,371.6292,371.769,371.2243,371.3351,2577987.0
19,2023-01-04 12:30:00,371.34,371.8605,370.5013,370.5109,2098697.0
20,2023-01-04 13:00:00,370.5206,371.2436,369.8457,370.9833,3103718.0
21,2023-01-04 13:30:00,370.9833,371.4653,370.1349,370.3181,1963980.0
22,2023-01-04 14:00:00,370.4338,371.687,367.4839,367.7635,8185957.0
23,2023-01-04 14:30:00,367.7731,369.5565,367.4261,369.4409,4685676.0
24,2023-01-04 15:00:00,369.4698,370.2603,368.8528,368.9926,3803636.0
25,2023-01-04 15:30:00,368.9878,370.1735,367.4996,369.9325,9596476.0
26,2023-01-05 09:30:00,367.9852,368.0237,365.257,366.4428,7473489.0
27,2023-01-05 10:00:00,366.4524,368.1009,365.98,366.5488,6505670.0
28,2023-01-05 10:30:00,366.5536,367.0019,365.633,365.739,3390910.0
29,2023-01-05 11:00:00,365.7487,366.6548,365.1317,365.6571,3072475.0
30,2023-01-05 11:30:00,365.6425,366.4428,365.4884,365.6523,1936285.0
31,2023-01-05 12:00:00,365.6426,366.5102,365.4546,366.0861,2041598.0
32,2023-01-05 12:30:00,366.0763,366.7609,365.686,365.7679,1938240.0
33,2023-01-05 13:00:00,365.7824,367.7056,365.4016,367.0694,4193371.0
34,2023-01-05 13:30:00,367.0694,367.7442,366.6548,366.8766,2948600.0
35,2023-01-05 14:00:00,366.8862,367.3586,366.3849,366.5006,2514355.0
36,2023-01-05 14:30:00,366.5102,367.9755,366.4717,367.0992,2356702.0
37,2023-01-05 15:00:00,367.1176,367.1176,365.739,365.9607,3528792.0
38,2023-01-05 15:30:00,365.9704,366.2837,365.2811,365.7487,8692053.0
39,2023-01-06 09:30:00,368.8432,370.1446,365.7969,367.0376,7788146.0
40,2023-01-06 10:00:00,367.0597,370.1253,367.0501,369.1516,6968591.0
41,2023-01-06 10:30:00,369.1516,371.6967,369.1179,371.4074,6222029.0
42,2023-01-06 11:00:00,371.4364,372.2172,371.2244,371.4749,4615792.0
43,2023-01-06 11:30:00,371.4846,372.8053,371.1472,372.3618,3976576.0
44,2023-01-06 12:00:00,372.3618,372.6028,371.5135,371.6977,2795328.0
45,2023-01-06 12:30:00,371.7159,371.9858,371.205,371.5906,2159426.0
46,2023-01-06 13:00:00,371.581,372.333,371.3544,372.2365,1921328.0
47,2023-01-06 13:30:00,372.2441,372.9306,372.211,372.8053,2776871.0
48,2023-01-06 14:00:00,372.8053,374.1742,372.8053,373.7982,5366457.0
49,2023-01-06 14:30:00,373.7982,374.8008,373.7645,374.5405,3958887.0
50,2023-01-06 15:00:00,374.5309,375.2442,374.2947,374.3959,4967450.0
51,2023-01-06 15:30:00,374.4007,375.0707,373.7789,374.0681,14273923.0
52,2023-01-09 09:30:00,376.3239,377.5772,375.3406,377.5097,6135107.0
53,2023-01-09 10:00:00,377.529,378.0495,377.1337,377.3352,4116742.0
54,2023-01-09 10:30:00,377.3363,379.1003,377.3362,378.4737,4019799.0
55,2023-01-09 11:00:00,378.4737,379.5341,378.4737,379.3606,2923325.0
56,2023-01-09 11:30:00,379.3654,379.4744,378.6858,379.2256,2863663.0
57,2023-01-09 12:00:00,379.2256,379.2256,378.3098,378.7726,2076740.0
58,2023-01-09 12:30:00,378.7726,378.8304,377.7603,378.2038,2635220.0
59,2023-01-09 13:00:00,378.2086,378.3484,377.4229,377.8953,2582637.0
60,2023-01-09 13:30:00,377.8905,377.9339,375.8419,376.4348,4933143.0
61,2023-01-09 14:00:00,376.4396,377.047,375.8709,376.5071,4010700.0
62,2023-01-09 14:30:00,376.5119,376.6806,374.7719,374.955,3109127.0
63,2023-01-09 15:00:00,374.9546,375.2153,374.2224,374.3862,5302631.0
64,2023-01-09 15:30:00,374.3863,374.5694,373.7211,373.9098,8907434.0
65,2023-01-10 09:30:00,373.3162,375.225,373.0945,374.473,5101319.0
66,2023-01-10 10:00:00,374.4827,375.9576,373.885,374.285,4125420.0
67,2023-01-10 10:30:00,374.2899,374.5983,372.3715,374.396,4250691.0
68,2023-01-10 11:00:00,374.4152,374.8104,373.8561,374.0479,2095642.0
69,2023-01-10 11:30:00,374.0199,374.4345,373.4126,374.1549,2076777.0
70,2023-01-10 12:00:00,374.1549,374.6851,373.2584,374.1067,2199879.0
71,2023-01-10 12:30:00,374.0778,375.186,374.0007,374.7912,2034539.0
72,2023-01-10 13:00:00,374.7912,375.3792,374.5501,374.9358,2089023.0
73,2023-01-10 13:30:00,374.9406,375.5914,374.8201,375.5045,2521455.0
74,2023-01-10 14:00:00,375.5527,376.0926,375.3696,375.8757,2601901.0
75,2023-01-10 14:30:00,375.8805,376.1793,375.2346,375.4756,2342065.0
